ONS Code,Westminster Constituency,Winner,Second,2019 winner (notional),CON,LAB,LDM,RFM,GRN,SNP,PCY,OTH,CON (low),CON (high),LAB (low),LAB (high),LDM (low),LDM (high),RFM (low),RFM (high),GRN (low),GRN (high),SNP (low),SNP (high),PCY (low),PCY (high),OTH (low),OTH (high)
E14001519,Stockton West,labour,conservative,conservative,28.9%,44.4%,5.2%,17.7%,3.4%,,,0.2%,25.6%,32.7%,39.2%,48.8%,3.4%,7.9%,14.0%,21.1%,2.3%,4.9%,,,,,0.1%,0.9%
E14001520,Stoke-on-Trent Central,labour,brexit_party,conservative,19.8%,50.0%,3.6%,22.3%,4.1%,,,0.3%,17.0%,23.2%,44.4%,54.4%,2.3%,5.8%,18.1%,26.9%,2.9%,5.9%,,,,,0.1%,1.0%
E14001521,Stoke-on-Trent North,labour,brexit_party,conservative,23.2%,42.4%,3.9%,26.5%,3.7%,,,0.3%,19.8%,26.5%,37.5%,46.8%,2.5%,6.4%,22.4%,30.4%,2.5%,5.4%,,,,,0.1%,1.1%
E14001522,Stoke-on-Trent South,labour,conservative,conservative,31.1%,37.1%,5.6%,21.9%,4.0%,,,0.3%,26.9%,35.5%,31.8%,42.6%,3.5%,8.4%,17.3%,27.0%,2.8%,5.8%,,,,,0.1%,1.4%
E14001523,"Stone, Great Wyrley and Penkridge",labour,conservative,conservative,40.5%,46.4%,7.0%,0.0%,5.7%,,,0.3%,34.6%,46.2%,39.9%,51.7%,4.1%,10.7%,0.0%,0.0%,3.8%,8.0%,,,,,0.1%,1.3%
E14001524,Stourbridge,labour,conservative,conservative,32.0%,39.0%,5.0%,19.2%,4.4%,,,0.4%,28.3%,36.4%,33.1%,43.9%,3.1%,7.7%,15.1%,23.4%,3.0%,6.1%,,,,,0.1%,1.6%
E14001525,Stratford and Bow,labour,conservative,labour,7.8%,70.7%,6.0%,6.8%,7.2%,,,1.4%,5.7%,10.2%,65.8%,74.3%,3.9%,9.1%,5.2%,8.8%,5.3%,10.4%,,,,,0.3%,3.6%
E14001526,Stratford-on-Avon,conservative,libdem,conservative,34.3%,10.2%,32.7%,16.9%,5.7%,,,0.2%,29.3%,39.8%,5.5%,15.1%,26.6%,39.0%,12.6%,22.2%,4.2%,8.0%,,,,,0.0%,0.8%
E14001527,Streatham and Croydon North,labour,libdem,labour,10.1%,63.3%,13.0%,6.4%,6.8%,,,0.4%,7.6%,12.7%,58.2%,67.0%,9.2%,17.1%,4.9%,8.2%,5.0%,8.6%,,,,,0.1%,1.7%
E14001528,Stretford and Urmston,labour,brexit_party,labour,10.7%,65.1%,5.4%,12.5%,5.8%,,,0.6%,8.2%,13.0%,60.8%,68.9%,3.4%,8.1%,10.0%,15.3%,3.8%,8.7%,,,,,0.2%,1.9%
E14001529,Stroud,labour,conservative,conservative,22.3%,52.2%,4.1%,13.2%,7.6%,,,0.7%,18.1%,25.3%,46.4%,57.4%,2.6%,6.8%,10.1%,17.2%,5.4%,10.5%,,,,,0.2%,2.2%
E14001530,Suffolk Coastal,labour,conservative,conservative,31.5%,34.6%,9.8%,18.2%,5.8%,,,0.0%,26.8%,36.0%,30.0%,40.4%,6.5%,14.5%,14.3%,22.9%,4.0%,8.0%,,,,,0.0%,0.0%
E14001531,Sunderland Central,labour,brexit_party,labour,18.5%,47.6%,4.6%,23.5%,5.8%,,,0.0%,15.7%,22.1%,42.8%,51.6%,2.9%,7.0%,20.0%,27.3%,4.0%,8.6%,,,,,0.0%,0.0%
E14001532,Surrey Heath,libdem,conservative,conservative,31.5%,16.9%,31.6%,15.4%,4.4%,,,0.2%,26.3%,35.8%,11.3%,22.9%,25.8%,37.7%,11.5%,20.2%,2.9%,6.4%,,,,,0.1%,0.8%
E14001533,Sussex Weald,conservative,labour,conservative,33.5%,21.4%,15.8%,20.4%,8.7%,,,0.2%,29.0%,38.9%,15.0%,25.9%,10.8%,21.6%,15.6%,25.6%,6.3%,11.9%,,,,,0.0%,0.8%
E14001534,Sutton and Cheam,libdem,conservative,conservative,30.7%,17.2%,35.3%,11.7%,4.8%,,,0.3%,26.3%,35.5%,11.9%,22.2%,29.9%,40.8%,8.4%,15.1%,3.2%,7.0%,,,,,0.0%,1.2%
E14001535,Sutton Coldfield,conservative,labour,conservative,37.5%,32.8%,9.1%,14.8%,5.6%,,,0.3%,32.9%,42.0%,27.2%,38.2%,5.9%,12.9%,11.3%,18.4%,4.0%,8.0%,,,,,0.1%,1.1%
E14001536,Swindon North,labour,conservative,conservative,28.5%,43.9%,6.6%,16.7%,4.1%,,,0.2%,24.7%,33.2%,38.8%,48.5%,4.2%,9.6%,13.2%,20.8%,2.9%,6.1%,,,,,0.0%,0.8%
E14001537,Swindon South,labour,conservative,conservative,27.3%,47.7%,7.4%,13.8%,3.5%,,,0.3%,23.5%,31.0%,42.0%,51.8%,4.6%,10.7%,10.3%,18.1%,2.5%,5.1%,,,,,0.1%,0.8%
E14001538,Tamworth,labour,conservative,conservative,33.4%,34.3%,5.1%,23.2%,3.7%,,,0.2%,29.0%,37.5%,29.0%,39.2%,3.2%,7.8%,18.8%,27.9%,2.6%,5.0%,,,,,0.1%,0.9%
E14001539,Tatton,labour,conservative,conservative,29.6%,37.7%,12.7%,14.3%,5.7%,,,0.0%,25.5%,33.8%,32.4%,43.3%,8.8%,16.9%,10.5%,18.3%,4.0%,8.4%,,,,,0.0%,0.0%
E14001540,Taunton and Wellington,libdem,conservative,conservative,29.1%,11.4%,39.8%,16.1%,3.3%,,,0.3%,24.8%,34.4%,6.8%,16.9%,32.8%,45.4%,12.2%,20.4%,2.3%,4.6%,,,,,0.1%,1.1%
E14001541,Telford,labour,conservative,conservative,28.6%,43.8%,4.7%,19.6%,3.3%,,,0.0%,24.5%,32.5%,38.3%,48.4%,2.9%,8.0%,15.4%,24.2%,2.3%,4.9%,,,,,0.0%,0.0%
E14001542,Tewkesbury,conservative,labour,conservative,33.7%,23.2%,20.3%,16.6%,5.9%,,,0.3%,29.3%,38.4%,17.7%,29.1%,15.5%,25.4%,13.0%,20.4%,4.1%,8.9%,,,,,0.1%,0.8%
E14001543,The Wrekin,labour,conservative,conservative,30.4%,35.5%,7.8%,21.1%,4.7%,,,0.5%,25.6%,35.5%,29.7%,40.9%,5.3%,11.6%,16.8%,26.0%,3.3%,6.4%,,,,,0.1%,1.6%
E14001544,Thirsk and Malton,conservative,labour,conservative,34.3%,29.3%,9.7%,20.5%,5.9%,,,0.4%,29.8%,38.7%,24.5%,35.1%,6.2%,14.3%,15.9%,24.9%,4.2%,8.5%,,,,,0.1%,1.2%
E14001545,Thornbury and Yate,libdem,conservative,conservative,31.8%,9.6%,36.7%,18.4%,3.5%,,,0.0%,27.4%,36.3%,5.6%,14.3%,30.2%,43.5%,14.5%,22.8%,2.5%,5.4%,,,,,0.0%,0.0%
E14001546,Thurrock,labour,conservative,conservative,27.4%,43.5%,5.5%,19.0%,4.3%,,,0.3%,22.7%,31.1%,38.0%,48.3%,3.3%,9.2%,14.5%,24.0%,3.0%,6.4%,,,,,0.1%,1.4%
E14001547,Tipton and Wednesbury,labour,conservative,conservative,23.4%,45.5%,4.0%,22.2%,4.6%,,,0.4%,19.5%,26.8%,40.7%,49.7%,2.5%,6.4%,18.1%,26.8%,3.1%,6.4%,,,,,0.1%,1.5%
E14001548,Tiverton and Minehead,conservative,libdem,conservative,33.9%,16.0%,23.2%,20.6%,6.4%,,,0.0%,29.3%,39.3%,11.1%,20.9%,18.0%,29.3%,15.9%,25.1%,4.5%,8.5%,,,,,0.0%,0.0%
E14001549,Tonbridge,conservative,labour,conservative,37.0%,27.6%,8.0%,17.5%,9.4%,,,0.5%,31.8%,41.8%,20.9%,34.0%,5.0%,11.8%,13.3%,22.3%,7.0%,12.9%,,,,,0.1%,1.4%
E14001550,Tooting,labour,conservative,labour,15.9%,63.2%,7.8%,6.5%,6.2%,,,0.5%,13.3%,18.9%,58.2%,67.6%,5.0%,12.3%,4.9%,8.4%,4.2%,9.0%,,,,,0.1%,1.7%
E14001551,Torbay,conservative,libdem,conservative,33.4%,11.1%,25.9%,25.1%,4.3%,,,0.3%,29.4%,37.0%,6.9%,15.8%,20.3%,30.8%,20.9%,30.0%,3.1%,6.0%,,,,,0.1%,0.9%
E14001552,Torridge and Tavistock,conservative,labour,conservative,33.1%,28.4%,16.2%,17.1%,4.6%,,,0.5%,28.8%,37.3%,22.7%,33.5%,11.9%,21.1%,13.3%,21.4%,3.2%,6.4%,,,,,0.1%,2.1%
E14001553,Tottenham,labour,libdem,labour,6.0%,72.8%,7.1%,6.8%,6.7%,,,0.7%,3.9%,8.1%,68.3%,76.6%,4.2%,11.2%,5.1%,8.6%,4.7%,9.8%,,,,,0.1%,2.0%
E14001554,Truro and Falmouth,labour,conservative,conservative,24.3%,48.0%,8.1%,13.0%,6.3%,,,0.3%,20.7%,28.9%,42.2%,52.8%,5.3%,12.1%,9.8%,16.1%,4.2%,8.6%,,,,,0.0%,1.1%
E14001555,Tunbridge Wells,libdem,conservative,conservative,30.6%,20.0%,32.4%,13.2%,3.5%,,,0.2%,26.7%,34.7%,14.7%,26.1%,25.9%,38.5%,9.9%,17.1%,2.4%,4.9%,,,,,0.1%,1.1%
E14001556,Twickenham,libdem,conservative,libdem,18.9%,13.2%,54.4%,8.9%,4.4%,,,0.3%,15.4%,22.7%,8.0%,18.3%,48.7%,59.7%,7.0%,11.7%,2.8%,6.6%,,,,,0.0%,1.0%
E14001557,Tynemouth,labour,conservative,labour,20.9%,52.8%,5.0%,15.8%,5.2%,,,0.3%,17.7%,24.5%,47.4%,56.6%,3.1%,8.4%,12.5%,20.0%,3.4%,7.3%,,,,,0.1%,1.1%
E14001558,Uxbridge and South Ruislip,labour,conservative,conservative,24.9%,48.8%,5.6%,16.0%,4.3%,,,0.4%,21.1%,28.3%,43.8%,53.4%,3.3%,8.5%,12.2%,20.2%,3.1%,6.3%,,,,,0.1%,1.4%
E14001559,Vauxhall and Camberwell Green,labour,libdem,labour,9.2%,64.1%,12.0%,6.7%,7.3%,,,0.8%,6.4%,12.0%,58.4%,68.4%,8.1%,16.5%,4.9%,8.7%,4.8%,11.1%,,,,,0.1%,2.6%
E14001560,Wakefield and Rothwell,labour,conservative,conservative,21.0%,48.9%,6.7%,18.2%,5.0%,,,0.2%,17.7%,24.5%,43.8%,53.0%,4.6%,9.8%,15.1%,22.3%,3.5%,7.3%,,,,,0.1%,0.9%
E14001561,Wallasey,labour,brexit_party,labour,11.2%,62.9%,4.2%,14.1%,6.9%,,,0.7%,8.9%,13.7%,58.6%,66.9%,2.7%,6.5%,11.2%,17.0%,4.6%,9.4%,,,,,0.2%,2.6%
E14001562,Walsall and Bloxwich,labour,conservative,conservative,26.0%,46.7%,4.5%,17.2%,5.0%,,,0.5%,22.1%,29.7%,41.9%,51.3%,2.8%,6.4%,13.6%,20.9%,3.5%,7.2%,,,,,0.1%,1.8%
E14001563,Walthamstow,labour,green,labour,4.9%,77.1%,5.0%,6.1%,6.3%,,,0.7%,2.9%,6.7%,73.1%,80.2%,2.9%,7.3%,4.7%,7.7%,4.4%,8.7%,,,,,0.2%,2.4%
E14001564,Warrington North,labour,brexit_party,labour,18.2%,53.3%,5.8%,18.4%,4.2%,,,0.2%,15.4%,21.3%,48.2%,57.6%,3.6%,9.4%,14.6%,22.4%,3.0%,5.8%,,,,,0.0%,0.7%
E14001565,Warrington South,labour,conservative,labour,21.6%,54.6%,5.8%,14.2%,3.5%,,,0.3%,18.6%,24.6%,50.1%,58.7%,3.9%,8.7%,11.1%,17.4%,2.4%,5.1%,,,,,0.1%,1.0%
E14001566,Warwick and Leamington,labour,conservative,labour,23.8%,51.3%,7.2%,11.7%,5.9%,,,0.2%,20.3%,27.9%,46.0%,55.9%,4.6%,10.4%,8.6%,14.9%,3.8%,9.3%,,,,,0.0%,1.1%
E14001567,Washington and Gateshead South,labour,brexit_party,labour,14.6%,48.6%,4.7%,27.1%,4.6%,,,0.4%,12.5%,17.8%,43.9%,53.8%,2.8%,7.4%,22.4%,31.0%,3.1%,6.5%,,,,,0.1%,1.4%
E14001568,Watford,labour,conservative,conservative,21.3%,50.7%,10.7%,12.4%,4.6%,,,0.4%,17.4%,24.8%,45.6%,55.5%,7.6%,14.4%,9.1%,16.2%,3.0%,6.7%,,,,,0.1%,1.5%
E14001569,Waveney Valley,conservative,brexit_party,conservative,33.4%,21.0%,8.2%,24.8%,12.3%,,,0.3%,29.0%,38.4%,15.8%,26.7%,5.5%,12.5%,19.1%,29.7%,9.1%,16.6%,,,,,0.1%,1.1%
E14001570,Weald of Kent,conservative,labour,conservative,41.1%,24.0%,9.2%,19.5%,6.2%,,,0.0%,36.4%,46.0%,17.7%,29.6%,5.5%,13.5%,14.6%,25.2%,4.5%,8.6%,,,,,0.0%,0.0%
E14001571,Wellingborough and Rushden,labour,conservative,conservative,31.5%,37.2%,5.4%,20.7%,5.0%,,,0.2%,27.3%,35.6%,31.8%,42.6%,3.3%,8.3%,16.6%,25.4%,3.5%,7.1%,,,,,0.1%,0.8%
E14001572,Wells and Mendip Hills,libdem,conservative,conservative,32.4%,11.3%,35.3%,17.2%,3.7%,,,0.2%,28.2%,37.2%,6.8%,16.0%,28.4%,41.5%,13.3%,21.4%,2.6%,5.2%,,,,,0.0%,1.0%
E14001573,Welwyn Hatfield,labour,conservative,conservative,27.8%,43.3%,10.3%,13.3%,5.3%,,,0.0%,24.1%,31.9%,37.5%,47.9%,7.0%,14.6%,9.9%,16.5%,3.7%,7.4%,,,,,0.0%,0.0%
E14001574,West Bromwich,labour,conservative,conservative,21.1%,52.2%,4.3%,16.9%,4.5%,,,1.0%,17.6%,24.7%,47.5%,56.7%,2.7%,6.9%,13.4%,20.6%,3.1%,6.6%,,,,,0.2%,2.5%
E14001575,West Dorset,libdem,conservative,conservative,36.4%,13.1%,44.9%,0.0%,5.4%,,,0.2%,30.7%,42.1%,7.5%,19.7%,38.2%,51.6%,0.0%,0.0%,3.8%,8.0%,,,,,0.1%,1.1%
E14001576,West Ham and Beckton,labour,brexit_party,labour,6.9%,70.8%,7.1%,8.8%,4.7%,,,1.7%,4.9%,9.2%,65.8%,73.9%,4.6%,10.4%,7.1%,11.2%,3.4%,7.0%,,,,,0.7%,5.3%
E14001577,West Lancashire,labour,conservative,labour,15.6%,60.0%,4.2%,15.1%,5.1%,,,0.0%,12.8%,18.2%,55.1%,63.7%,2.7%,7.4%,11.9%,18.4%,3.3%,6.9%,,,,,0.0%,0.0%
E14001578,West Suffolk,labour,conservative,conservative,31.0%,33.8%,8.1%,21.3%,5.6%,,,0.2%,26.9%,35.5%,28.4%,39.6%,5.2%,11.7%,16.8%,26.5%,3.9%,7.9%,,,,,0.0%,0.8%
E14001579,West Worcestershire,conservative,libdem,conservative,33.1%,20.8%,21.1%,18.5%,6.2%,,,0.2%,28.0%,38.0%,14.9%,26.4%,15.9%,26.7%,14.4%,23.2%,4.5%,8.9%,,,,,0.0%,0.8%
E14001580,Westmorland and Lonsdale,libdem,conservative,conservative,26.5%,5.5%,49.5%,14.9%,3.4%,,,0.2%,21.7%,31.1%,1.1%,10.9%,43.5%,55.5%,11.1%,19.1%,2.3%,5.1%,,,,,0.1%,0.9%
E14001581,Weston-super-Mare,labour,conservative,conservative,25.9%,41.3%,9.2%,18.7%,4.9%,,,0.0%,22.0%,29.7%,35.4%,46.0%,6.4%,13.1%,14.8%,22.7%,3.4%,6.9%,,,,,0.0%,0.0%
E14001582,Wetherby and Easingwold,conservative,labour,conservative,42.0%,29.1%,6.2%,18.2%,4.1%,,,0.4%,36.5%,46.7%,23.3%,34.3%,3.8%,9.9%,14.7%,22.7%,3.1%,5.9%,,,,,0.1%,1.3%
E14001583,Whitehaven and Workington,labour,conservative,conservative,23.6%,50.7%,3.7%,18.1%,3.9%,,,0.0%,20.0%,26.8%,45.4%,54.9%,2.5%,5.9%,14.5%,21.9%,2.6%,6.0%,,,,,0.0%,0.0%
E14001584,Widnes and Halewood,labour,brexit_party,labour,6.9%,68.4%,3.6%,16.2%,4.7%,,,0.3%,4.8%,8.8%,64.2%,72.2%,2.4%,5.5%,13.2%,19.4%,3.4%,6.7%,,,,,0.1%,1.0%
E14001585,Wigan,labour,brexit_party,labour,15.5%,52.8%,5.2%,22.1%,4.2%,,,0.2%,12.8%,18.9%,47.9%,57.6%,3.1%,8.1%,18.9%,25.7%,2.9%,5.9%,,,,,0.0%,0.8%
E14001586,Wimbledon,libdem,labour,conservative,23.3%,29.7%,34.1%,8.3%,4.1%,,,0.5%,19.0%,28.1%,23.2%,36.7%,27.2%,40.6%,6.3%,11.6%,2.7%,5.9%,,,,,0.1%,1.6%
E14001587,Winchester,libdem,conservative,conservative,30.8%,7.2%,44.2%,13.3%,4.2%,,,0.4%,25.8%,35.5%,2.3%,12.2%,37.4%,49.4%,9.9%,17.3%,2.9%,6.3%,,,,,0.1%,1.2%
E14001588,Windsor,conservative,labour,conservative,32.3%,30.2%,15.4%,15.4%,5.4%,,,1.3%,27.3%,37.5%,23.3%,36.0%,10.8%,20.4%,11.2%,19.4%,3.7%,8.1%,,,,,0.3%,5.2%
E14001589,Wirral West,labour,conservative,labour,23.3%,52.7%,5.3%,13.8%,4.9%,,,0.0%,19.9%,27.1%,47.5%,57.3%,3.1%,8.1%,10.8%,17.3%,3.2%,7.0%,,,,,0.0%,0.0%
E14001590,Witham,conservative,labour,conservative,35.2%,32.0%,7.1%,20.1%,5.3%,,,0.3%,30.7%,39.6%,26.1%,37.8%,4.7%,10.6%,14.9%,25.0%,3.8%,7.2%,,,,,0.0%,1.1%
E14001591,Witney,conservative,libdem,conservative,34.1%,21.3%,25.5%,15.1%,3.7%,,,0.3%,28.5%,39.1%,15.9%,26.9%,19.4%,32.7%,11.5%,19.8%,2.5%,5.4%,,,,,0.0%,1.0%
E14001592,Woking,libdem,conservative,conservative,27.1%,16.7%,39.9%,11.5%,4.6%,,,0.3%,22.7%,31.3%,12.3%,22.3%,34.0%,45.3%,8.4%,15.1%,3.1%,6.6%,,,,,0.0%,1.2%
E14001593,Wokingham,libdem,conservative,conservative,30.6%,16.3%,35.0%,13.7%,4.3%,,,0.0%,26.5%,34.6%,11.1%,22.7%,27.8%,39.8%,10.5%,18.8%,3.0%,6.0%,,,,,0.0%,0.0%
E14001594,Wolverhampton North East,labour,brexit_party,conservative,23.5%,42.7%,3.6%,25.3%,4.8%,,,0.0%,19.6%,27.3%,36.6%,47.3%,2.3%,5.9%,21.2%,30.5%,3.4%,7.0%,,,,,0.0%,0.0%
E14001595,Wolverhampton South East,labour,brexit_party,labour,19.4%,50.7%,5.6%,19.7%,4.1%,,,0.6%,15.8%,23.2%,45.2%,55.4%,3.5%,8.8%,15.7%,24.0%,2.7%,6.1%,,,,,0.1%,2.3%
E14001596,Wolverhampton West,labour,conservative,conservative,25.7%,50.3%,4.4%,14.7%,4.5%,,,0.4%,22.1%,28.9%,45.8%,54.7%,2.8%,6.8%,11.5%,17.9%,3.0%,6.3%,,,,,0.1%,1.4%
E14001597,Worcester,labour,conservative,conservative,27.4%,44.5%,6.6%,15.4%,5.7%,,,0.4%,23.9%,31.1%,39.5%,49.5%,3.7%,9.9%,11.5%,18.9%,4.1%,8.4%,,,,,0.1%,1.4%
E14001598,Worsley and Eccles,labour,conservative,labour,18.7%,54.3%,5.1%,17.2%,4.4%,,,0.2%,15.6%,21.9%,49.5%,58.5%,3.1%,8.5%,13.6%,20.5%,3.1%,6.4%,,,,,0.0%,0.8%
E14001599,Worthing West,labour,conservative,conservative,30.2%,38.6%,6.8%,18.8%,5.3%,,,0.3%,26.1%,34.3%,33.6%,44.2%,4.3%,10.1%,15.0%,23.5%,3.7%,7.4%,,,,,0.1%,1.1%
E14001600,Wycombe,labour,conservative,conservative,22.1%,50.8%,8.4%,12.1%,6.1%,,,0.4%,18.9%,25.9%,44.7%,55.5%,5.2%,13.5%,9.1%,15.5%,4.2%,9.3%,,,,,0.1%,1.8%
E14001601,Wyre Forest,conservative,labour,conservative,33.3%,33.2%,5.7%,22.0%,4.8%,,,0.9%,29.3%,37.5%,28.0%,39.0%,3.6%,8.3%,17.3%,26.2%,3.4%,6.8%,,,,,0.2%,2.8%
E14001602,Wythenshawe and Sale East,labour,conservative,labour,16.9%,58.9%,4.7%,13.2%,5.8%,,,0.5%,14.2%,19.5%,53.9%,63.8%,3.1%,7.0%,10.5%,16.2%,4.2%,8.1%,,,,,0.1%,1.4%
E14001603,Yeovil,libdem,conservative,conservative,31.1%,8.1%,39.5%,17.3%,3.8%,,,0.2%,27.7%,35.9%,3.6%,12.9%,34.3%,43.9%,13.1%,20.9%,2.7%,5.5%,,,,,0.1%,0.8%
E14001604,York Central,labour,conservative,labour,14.2%,62.5%,6.5%,10.3%,6.0%,,,0.5%,11.3%,16.8%,58.2%,66.1%,4.2%,10.3%,7.8%,12.8%,4.0%,8.7%,,,,,0.1%,1.6%
E14001605,York Outer,labour,conservative,conservative,26.1%,39.6%,14.2%,16.0%,3.5%,,,0.6%,22.0%,30.3%,33.5%,44.8%,10.3%,18.8%,12.7%,20.1%,2.4%,5.2%,,,,,0.1%,2.0%
S14000006,"Ayr, Carrick and Cumnock",labour,snp,snp,21.1%,30.0%,4.8%,12.7%,3.3%,27.7%,,0.4%,17.1%,24.6%,23.9%,36.7%,2.8%,8.5%,9.1%,16.8%,2.3%,5.0%,22.3%,33.5%,,,0.1%,1.2%
S14000008,"Berwickshire, Roxburgh and Selkirk",conservative,snp,conservative,34.2%,15.4%,6.9%,11.9%,3.1%,27.8%,,0.6%,29.2%,38.6%,9.3%,21.1%,4.3%,11.4%,8.9%,15.4%,2.2%,4.8%,22.1%,32.6%,,,0.1%,2.2%
S14000010,Central Ayrshire,labour,snp,snp,17.8%,34.5%,4.3%,11.2%,3.3%,28.5%,,0.3%,13.9%,20.9%,28.4%,40.2%,2.6%,6.9%,8.1%,14.5%,2.2%,5.1%,22.9%,34.3%,,,0.1%,1.4%
S14000021,East Renfrewshire,snp,labour,snp,21.5%,26.1%,7.7%,8.6%,4.3%,30.8%,,1.0%,17.5%,25.2%,19.4%,31.7%,4.8%,11.5%,6.4%,11.5%,2.9%,6.2%,25.0%,37.0%,,,0.2%,3.4%
S14000027,Na h-Eileanan an Iar,labour,snp,snp,10.8%,43.9%,6.6%,9.9%,0.0%,28.3%,,0.5%,7.8%,14.0%,35.5%,51.0%,4.1%,10.7%,7.5%,13.6%,0.0%,0.0%,20.4%,35.5%,,,0.1%,1.6%
S14000040,Kilmarnock and Loudoun,labour,snp,snp,11.0%,34.8%,5.4%,10.0%,3.7%,34.3%,,0.8%,8.6%,13.9%,27.7%,41.1%,3.2%,8.8%,7.3%,12.9%,2.5%,5.4%,28.9%,39.6%,,,0.2%,2.9%
S14000045,Midlothian,labour,snp,snp,10.1%,50.2%,5.8%,9.0%,0.0%,24.6%,,0.4%,7.3%,13.2%,44.1%,56.0%,3.5%,9.3%,6.5%,11.7%,0.0%,0.0%,19.4%,30.2%,,,0.1%,1.5%
S14000048,North Ayrshire and Arran,labour,snp,snp,15.7%,35.5%,4.7%,10.5%,4.4%,28.8%,,0.4%,12.1%,18.6%,28.3%,41.7%,2.8%,7.6%,8.0%,13.6%,2.8%,6.7%,23.0%,33.6%,,,0.1%,1.2%
S14000051,Orkney and Shetland,libdem,labour,libdem,4.3%,15.1%,55.7%,10.6%,4.0%,10.2%,,0.0%,1.5%,7.2%,8.0%,23.0%,44.4%,64.2%,7.9%,14.0%,2.6%,7.0%,3.7%,22.1%,,,0.0%,0.0%
S14000058,West Aberdeenshire and Kincardine,snp,conservative,conservative,26.7%,13.4%,11.0%,13.3%,3.0%,32.2%,,0.3%,22.5%,31.2%,8.2%,20.1%,6.8%,16.0%,9.5%,17.4%,2.2%,4.6%,26.3%,37.2%,,,0.1%,1.4%
S14000060,Aberdeen North,snp,labour,snp,11.7%,27.3%,7.4%,12.1%,3.6%,37.6%,,0.4%,8.5%,14.8%,20.3%,33.7%,4.8%,11.2%,9.4%,15.7%,2.3%,5.2%,31.8%,42.8%,,,0.1%,1.3%
S14000061,Aberdeen South,snp,labour,snp,20.6%,22.8%,7.7%,10.1%,4.0%,34.4%,,0.4%,16.8%,24.8%,16.2%,29.1%,5.0%,12.7%,7.1%,13.5%,2.7%,5.9%,28.2%,40.8%,,,0.1%,1.7%
S14000062,Aberdeenshire North and Moray East,conservative,snp,conservative,27.2%,22.4%,6.6%,16.6%,0.0%,27.2%,,0.0%,23.0%,32.4%,14.9%,30.2%,3.9%,11.0%,12.4%,20.9%,0.0%,0.0%,19.9%,33.1%,,,0.0%,0.0%
S14000063,Airdrie and Shotts,labour,snp,snp,8.0%,52.1%,4.0%,9.3%,0.0%,26.1%,,0.5%,5.6%,10.7%,45.7%,59.3%,2.4%,6.6%,6.8%,12.1%,0.0%,0.0%,18.3%,32.4%,,,0.1%,1.6%
S14000064,Alloa and Grangemouth,snp,labour,snp,12.5%,32.8%,5.8%,10.7%,4.0%,33.5%,,0.7%,9.5%,16.0%,26.2%,38.7%,3.2%,9.2%,7.8%,14.3%,2.8%,5.9%,27.5%,38.6%,,,0.2%,2.6%
S14000065,Angus and Perthshire Glens,snp,conservative,snp,25.2%,11.2%,6.6%,13.7%,0.0%,42.9%,,0.4%,20.8%,29.5%,6.2%,17.4%,4.0%,10.0%,10.8%,17.4%,0.0%,0.0%,37.3%,47.9%,,,0.1%,1.4%
S14000066,Arbroath and Broughty Ferry,snp,labour,snp,16.7%,23.7%,7.7%,9.5%,0.0%,42.0%,,0.4%,13.6%,20.1%,17.9%,29.2%,4.9%,11.5%,6.9%,12.4%,0.0%,0.0%,36.3%,46.8%,,,0.1%,1.2%
S14000067,"Argyll, Bute and South Lochaber",snp,conservative,snp,20.1%,14.7%,13.5%,13.6%,0.0%,37.6%,,0.4%,16.0%,23.4%,8.1%,21.5%,8.6%,19.3%,10.8%,17.3%,0.0%,0.0%,31.3%,44.0%,,,0.1%,1.4%
S14000068,Bathgate and Linlithgow,labour,snp,snp,11.6%,36.0%,7.5%,12.0%,4.5%,27.9%,,0.4%,8.7%,15.0%,30.5%,42.5%,4.3%,11.5%,8.9%,15.7%,3.1%,6.6%,22.1%,33.6%,,,0.1%,1.4%
S14000069,"Caithness, Sutherland and Easter Ross",libdem,snp,snp,7.5%,17.2%,33.7%,11.8%,3.4%,26.1%,,0.4%,5.0%,10.7%,11.5%,23.9%,27.4%,40.9%,8.8%,14.6%,2.4%,4.9%,20.7%,30.9%,,,0.1%,1.4%
S14000070,Coatbridge and Bellshill,labour,snp,snp,4.9%,52.4%,4.2%,9.4%,4.5%,24.1%,,0.5%,2.8%,7.7%,45.7%,58.8%,2.7%,7.0%,6.9%,12.3%,2.8%,6.5%,17.3%,30.3%,,,0.1%,2.2%
S14000071,Cowdenbeath and Kirkcaldy,labour,snp,snp,9.7%,45.8%,5.3%,11.1%,4.6%,21.9%,,1.6%,6.9%,12.3%,39.6%,50.8%,3.2%,7.9%,8.3%,14.1%,3.0%,6.7%,16.9%,26.4%,,,0.5%,4.4%
S14000072,Cumbernauld and Kirkintilloch,labour,snp,snp,5.6%,38.4%,4.9%,9.5%,3.7%,37.9%,,0.0%,3.2%,7.8%,31.8%,44.6%,2.8%,8.1%,7.3%,12.7%,2.4%,5.6%,31.8%,44.0%,,,0.0%,0.0%
S14000073,Dumfries and Galloway,snp,conservative,conservative,24.8%,23.4%,6.2%,12.9%,3.1%,29.2%,,0.3%,21.0%,28.4%,17.8%,29.6%,3.7%,9.6%,9.3%,16.7%,2.1%,4.6%,23.6%,34.1%,,,0.1%,1.2%
