ONS Code,Westminster Constituency,Winner,Second,2019 winner (notional),CON,LAB,LDM,RFM,GRN,SNP,PCY,OTH,,Margin,,CON (lo),CON (hi),LAB (lo),LAB (hi),LDM (lo),LDM (hi),RFM (lo),RFM (hi),GRN (lo),GRN (hi),SNP (lo),SNP (hi),PCY (lo),PCY (hi),OTH (lo),OTH (hi)
E14001453,Rugby,Labour,Conservatives,Conservatives,30.68%,40.05%,8.00%,16.34%,4.35%,,,0.58%,,9.4%,,27.3%,34.2%,35.0%,44.4%,5.2%,11.8%,12.7%,20.3%,2.8%,7.0%,0.0%,0.0%,,,0.2%,1.9%
E14001454,"Ruislip, Northwood and Pinner",Conservatives,Labour,Conservatives,37.28%,31.59%,11.41%,13.65%,6.08%,,,0.00%,,5.7%,,33.1%,41.2%,26.7%,36.5%,7.9%,15.3%,10.9%,17.8%,3.9%,9.1%,0.0%,0.0%,,,0.0%,0.0%
E14001455,Runcorn and Helsby,Labour,Conservatives,Labour,16.59%,55.67%,6.05%,16.39%,4.02%,,,1.28%,,39.1%,,14.1%,18.9%,51.0%,59.9%,3.8%,9.3%,13.2%,19.6%,2.7%,6.5%,0.0%,0.0%,,,0.4%,3.7%
E14001456,Runnymede and Weybridge,Conservatives,Liberal Democrats,Conservatives,32.76%,20.25%,26.04%,14.03%,6.34%,,,0.59%,,6.7%,,28.4%,36.7%,14.0%,25.6%,19.0%,33.8%,10.1%,18.8%,3.9%,10.2%,0.0%,0.0%,,,0.1%,2.6%
E14001457,Rushcliffe,Labour,Conservatives,Conservatives,29.58%,44.20%,10.26%,11.80%,3.71%,,,0.46%,,14.6%,,25.6%,34.0%,38.4%,48.6%,6.4%,14.5%,9.0%,15.4%,2.3%,6.0%,0.0%,0.0%,,,0.1%,1.6%
E14001458,Rutland and Stamford,Conservatives,Labour,Conservatives,37.79%,26.81%,12.26%,18.03%,4.63%,,,0.48%,,11.0%,,32.3%,42.5%,20.8%,33.4%,7.9%,16.7%,13.6%,22.6%,2.9%,7.6%,0.0%,0.0%,,,0.1%,1.8%
E14001459,Salford,Labour,Reform UK,Labour,11.12%,57.21%,6.09%,17.40%,7.61%,,,0.57%,,39.8%,,8.8%,13.4%,52.6%,60.7%,3.7%,9.4%,14.4%,20.9%,5.0%,10.9%,0.0%,0.0%,,,0.1%,1.9%
E14001460,Salisbury,Labour,Conservatives,Conservatives,30.51%,33.20%,16.73%,15.25%,3.98%,,,0.33%,,2.7%,,26.4%,33.8%,28.7%,38.4%,12.2%,21.8%,11.6%,18.6%,2.6%,5.8%,0.0%,0.0%,,,0.1%,1.3%
E14001461,Scarborough and Whitby,Labour,Conservatives,Conservatives,26.93%,45.42%,4.75%,19.37%,2.96%,,,0.57%,,18.5%,,23.4%,30.5%,40.3%,50.6%,2.5%,8.2%,14.8%,22.8%,1.9%,5.5%,0.0%,0.0%,,,0.2%,2.1%
E14001462,Scunthorpe,Labour,Conservatives,Conservatives,23.84%,45.92%,3.17%,23.50%,2.97%,,,0.59%,,22.1%,,20.5%,26.8%,41.1%,50.5%,2.0%,5.0%,19.1%,27.6%,1.9%,4.8%,0.0%,0.0%,,,0.1%,2.1%
E14001463,Sefton Central,Labour,Conservatives,Labour,17.27%,54.60%,5.42%,15.87%,5.96%,,,0.89%,,37.3%,,14.3%,20.0%,48.9%,58.9%,3.2%,8.9%,11.8%,19.4%,3.8%,9.7%,0.0%,0.0%,,,0.2%,2.6%
E14001464,Selby,Labour,Conservatives,Conservatives,27.11%,40.10%,5.68%,19.91%,7.21%,,,0.00%,,13.0%,,23.6%,31.2%,34.6%,44.8%,3.4%,8.7%,15.6%,24.2%,4.7%,10.3%,0.0%,0.0%,,,0.0%,0.0%
E14001465,Sevenoaks,Conservatives,Labour,Conservatives,33.91%,24.75%,16.35%,19.60%,4.98%,,,0.41%,,9.2%,,29.5%,38.5%,18.7%,30.4%,11.6%,21.7%,15.3%,24.3%,3.2%,7.5%,0.0%,0.0%,,,0.1%,1.6%
E14001466,Sheffield Brightside and Hillsborough,Labour,Conservatives,Labour,15.73%,67.35%,5.82%,0.00%,10.18%,,,0.92%,,51.6%,,12.5%,18.7%,61.6%,71.1%,3.4%,8.9%,0.0%,0.0%,6.9%,13.7%,0.0%,0.0%,,,0.2%,3.4%
E14001467,Sheffield Central,Labour,Green Party,Labour,7.87%,66.10%,4.74%,0.00%,19.87%,,,1.42%,,46.2%,,5.4%,10.4%,60.5%,71.2%,3.1%,7.1%,0.0%,0.0%,15.3%,24.8%,0.0%,0.0%,,,0.3%,3.7%
E14001468,Sheffield Hallam,Labour,Liberal Democrats,Labour,16.24%,46.68%,26.65%,0.00%,9.96%,,,0.48%,,20.0%,,12.9%,19.5%,39.6%,53.1%,19.6%,32.9%,0.0%,0.0%,6.5%,16.1%,0.0%,0.0%,,,0.1%,2.1%
E14001469,Sheffield Heeley,Labour,Conservatives,Labour,17.03%,66.27%,7.18%,0.00%,8.49%,,,1.02%,,49.2%,,13.7%,19.8%,61.3%,70.1%,4.3%,11.2%,0.0%,0.0%,5.3%,12.8%,0.0%,0.0%,,,0.3%,3.0%
E14001470,Sheffield South East,Labour,Conservatives,Labour,18.05%,66.70%,5.29%,0.00%,7.20%,,,2.76%,,48.7%,,14.3%,21.3%,61.5%,71.6%,3.2%,7.9%,0.0%,0.0%,4.5%,11.1%,0.0%,0.0%,,,1.0%,6.1%
E14001471,Sherwood Forest,Labour,Conservatives,Conservatives,29.26%,33.98%,6.38%,23.28%,6.72%,,,0.39%,,4.7%,,24.9%,33.3%,28.9%,38.6%,4.1%,9.7%,18.8%,27.4%,4.4%,10.4%,0.0%,0.0%,,,0.1%,1.5%
E14001472,Shipley,Labour,Conservatives,Conservatives,25.88%,48.16%,4.22%,16.10%,5.15%,,,0.48%,,22.3%,,22.3%,29.0%,43.2%,52.5%,2.5%,7.0%,12.5%,20.0%,3.4%,7.5%,0.0%,0.0%,,,0.1%,1.6%
E14001473,Shrewsbury,Labour,Conservatives,Conservatives,24.35%,41.15%,11.60%,17.70%,4.01%,,,1.19%,,16.8%,,20.1%,27.4%,36.5%,46.0%,7.8%,16.4%,13.6%,21.4%,2.6%,6.4%,0.0%,0.0%,,,0.3%,3.2%
E14001474,Sittingbourne and Sheppey,Labour,Conservatives,Conservatives,29.17%,34.42%,4.12%,24.50%,4.69%,,,3.10%,,5.2%,,26.3%,32.0%,30.1%,38.5%,2.7%,6.4%,21.0%,28.4%,3.2%,6.5%,0.0%,0.0%,,,1.6%,5.4%
E14001475,Skipton and Ripon,Labour,Conservatives,Conservatives,31.88%,36.25%,9.75%,18.10%,3.71%,,,0.31%,,4.4%,,28.4%,35.8%,31.2%,41.1%,7.0%,13.7%,14.5%,22.1%,2.6%,6.1%,0.0%,0.0%,,,0.1%,1.0%
E14001476,Sleaford and North Hykeham,Conservatives,Labour,Conservatives,38.11%,25.77%,7.59%,23.56%,4.55%,,,0.43%,,12.3%,,33.7%,41.8%,20.0%,31.0%,4.5%,11.5%,19.4%,28.7%,3.1%,7.3%,0.0%,0.0%,,,0.1%,1.3%
E14001477,Slough,Labour,Conservatives,Labour,15.82%,56.69%,8.57%,10.51%,7.54%,,,0.87%,,40.9%,,13.1%,19.1%,51.1%,61.2%,5.0%,12.7%,8.1%,13.4%,4.8%,11.1%,0.0%,0.0%,,,0.2%,3.0%
E14001478,Smethwick,Labour,Reform UK,Labour,13.62%,56.20%,5.80%,17.38%,6.17%,,,0.84%,,38.8%,,11.2%,16.2%,51.0%,60.3%,3.5%,8.9%,14.4%,21.0%,4.0%,8.9%,0.0%,0.0%,,,0.2%,2.6%
E14001479,Solihull West and Shirley,Conservatives,Labour,Conservatives,38.24%,26.57%,11.21%,17.27%,5.77%,,,0.94%,,11.7%,,33.2%,41.6%,20.3%,31.7%,7.3%,16.4%,13.4%,21.9%,3.9%,8.4%,0.0%,0.0%,,,0.3%,3.0%
E14001480,South Basildon and East Thurrock,Labour,Conservatives,Conservatives,29.22%,38.25%,3.00%,26.37%,2.79%,,,0.38%,,9.0%,,26.1%,32.5%,33.6%,43.2%,1.8%,4.8%,21.9%,31.2%,1.9%,4.3%,0.0%,0.0%,,,0.1%,1.2%
E14001481,South Cambridgeshire,Liberal Democrats,Conservatives,Conservatives,24.95%,15.72%,43.86%,11.53%,3.29%,,,0.66%,,18.9%,,20.8%,28.4%,11.0%,21.1%,37.9%,49.4%,8.7%,15.0%,2.2%,5.4%,0.0%,0.0%,,,0.2%,2.3%
E14001482,South Cotswolds,Liberal Democrats,Conservatives,Conservatives,35.36%,8.88%,35.65%,16.10%,3.55%,,,0.46%,,0.3%,,31.4%,39.6%,4.7%,12.7%,30.7%,40.3%,12.4%,20.0%,2.4%,5.3%,0.0%,0.0%,,,0.1%,1.2%
E14001483,South Derbyshire,Labour,Conservatives,Conservatives,29.27%,39.41%,5.34%,21.14%,4.50%,,,0.35%,,10.1%,,25.8%,32.9%,34.6%,44.1%,3.0%,8.7%,16.7%,25.4%,2.8%,6.5%,0.0%,0.0%,,,0.1%,1.2%
E14001484,South Devon,Liberal Democrats,Conservatives,Conservatives,28.21%,8.69%,45.84%,14.78%,2.16%,,,0.32%,,17.6%,,24.4%,31.9%,5.4%,13.2%,40.4%,50.6%,11.7%,19.2%,1.5%,3.2%,0.0%,0.0%,,,0.1%,1.2%
E14001485,South Dorset,Labour,Conservatives,Conservatives,27.93%,32.58%,11.90%,21.95%,5.20%,,,0.44%,,4.7%,,23.8%,31.2%,27.0%,37.7%,8.2%,16.4%,18.1%,25.9%,3.5%,7.8%,0.0%,0.0%,,,0.1%,1.6%
E14001486,South East Cornwall,Labour,Conservatives,Conservatives,30.06%,32.71%,12.88%,20.61%,3.40%,,,0.33%,,2.6%,,26.8%,33.7%,28.2%,37.2%,9.7%,16.6%,16.9%,24.5%,2.3%,5.1%,0.0%,0.0%,,,0.1%,1.1%
E14001487,South Holland and The Deepings,Conservatives,Reform UK,Conservatives,39.01%,21.63%,5.82%,24.60%,5.05%,,,3.90%,,14.4%,,34.9%,43.0%,17.5%,26.1%,4.1%,8.4%,20.0%,28.8%,3.5%,7.2%,0.0%,0.0%,,,2.1%,6.9%
E14001488,South Leicestershire,Conservatives,Labour,Conservatives,36.84%,28.39%,9.33%,20.51%,4.93%,,,0.00%,,8.5%,,32.2%,40.9%,23.3%,33.4%,5.8%,13.4%,16.8%,24.8%,3.5%,7.0%,0.0%,0.0%,,,0.0%,0.0%
E14001489,South Norfolk,Labour,Conservatives,Conservatives,32.09%,37.88%,9.53%,15.78%,4.38%,,,0.33%,,5.8%,,28.2%,36.4%,31.6%,42.6%,6.0%,13.7%,12.1%,19.4%,2.9%,7.0%,0.0%,0.0%,,,0.1%,1.0%
E14001490,South Northamptonshire,Labour,Conservatives,Conservatives,32.96%,34.63%,6.42%,19.85%,4.63%,,,1.51%,,1.7%,,29.4%,36.6%,29.3%,38.5%,4.3%,9.1%,16.2%,23.5%,3.1%,6.5%,0.0%,0.0%,,,0.6%,3.6%
E14001491,South Ribble,Labour,Conservatives,Conservatives,27.50%,45.22%,4.96%,18.06%,4.26%,,,0.00%,,17.7%,,24.0%,31.0%,40.1%,50.1%,2.9%,7.5%,13.9%,22.7%,2.7%,6.8%,0.0%,0.0%,,,0.0%,0.0%
E14001492,South Shields,Labour,Reform UK,Labour,11.76%,45.96%,3.10%,24.78%,11.82%,,,2.58%,,21.2%,,9.4%,14.1%,40.7%,50.1%,1.7%,5.1%,20.7%,29.4%,8.5%,16.0%,0.0%,0.0%,,,0.9%,5.4%
E14001493,South Shropshire,Conservatives,Labour,Conservatives,34.15%,22.55%,16.21%,21.71%,5.38%,,,0.00%,,11.6%,,29.7%,39.3%,16.7%,28.1%,11.0%,21.6%,17.0%,26.3%,3.5%,8.0%,0.0%,0.0%,,,0.0%,0.0%
E14001494,South Suffolk,Conservatives,Labour,Conservatives,33.58%,28.67%,9.06%,22.09%,6.60%,,,0.00%,,4.9%,,28.6%,37.7%,22.8%,33.9%,5.9%,14.1%,17.4%,27.4%,4.1%,10.1%,0.0%,0.0%,,,0.0%,0.0%
E14001495,South West Devon,Conservatives,Labour,Conservatives,34.40%,29.49%,8.93%,21.90%,3.75%,,,1.54%,,4.9%,,30.6%,37.4%,25.0%,33.9%,6.3%,11.6%,18.4%,25.7%,2.6%,5.4%,0.0%,0.0%,,,0.6%,3.3%
E14001496,South West Hertfordshire,Conservatives,Labour,Conservatives,32.60%,28.21%,13.90%,17.32%,6.88%,,,1.09%,,4.4%,,28.1%,36.0%,22.7%,33.9%,9.6%,18.5%,13.3%,22.0%,4.4%,10.5%,0.0%,0.0%,,,0.3%,3.0%
E14001497,South West Norfolk,Conservatives,Labour,Conservatives,37.22%,31.11%,5.62%,21.64%,3.57%,,,0.84%,,6.1%,,32.6%,41.4%,25.4%,36.2%,3.7%,8.9%,17.7%,25.9%,2.3%,5.6%,0.0%,0.0%,,,0.2%,2.8%
E14001498,South West Wiltshire,Labour,Conservatives,Conservatives,29.57%,31.69%,12.56%,22.30%,3.58%,,,0.30%,,2.1%,,25.8%,33.0%,26.6%,37.0%,9.1%,15.8%,17.8%,26.7%,2.5%,5.3%,0.0%,0.0%,,,0.1%,1.0%
E14001499,Southampton Itchen,Labour,Conservatives,Conservatives,25.53%,45.44%,6.58%,17.05%,4.84%,,,0.56%,,19.9%,,22.4%,28.4%,40.7%,49.6%,3.8%,9.8%,13.7%,20.9%,3.5%,6.8%,0.0%,0.0%,,,0.1%,1.8%
E14001500,Southampton Test,Labour,Conservatives,Labour,19.57%,47.42%,11.55%,14.57%,6.27%,,,0.62%,,27.8%,,16.5%,22.6%,41.6%,51.7%,7.8%,16.1%,11.0%,17.8%,4.2%,9.7%,0.0%,0.0%,,,0.2%,2.3%
E14001501,Southend East and Rochford,Labour,Conservatives,Conservatives,27.99%,43.05%,4.35%,21.42%,2.76%,,,0.42%,,15.1%,,24.0%,31.5%,38.0%,48.1%,2.8%,6.7%,17.1%,25.5%,1.8%,4.3%,0.0%,0.0%,,,0.1%,1.6%
E14001502,Southend West and Leigh,Labour,Conservatives,Conservatives,32.18%,34.01%,6.46%,19.74%,7.19%,,,0.41%,,1.8%,,28.2%,35.5%,29.2%,38.6%,4.3%,9.4%,16.2%,23.9%,5.1%,9.9%,0.0%,0.0%,,,0.1%,1.3%
E14001503,Southgate and Wood Green,Labour,Conservatives,Labour,15.77%,60.87%,7.01%,9.46%,6.29%,,,0.60%,,45.1%,,12.7%,18.8%,55.2%,65.0%,4.7%,10.8%,7.1%,12.3%,3.9%,10.1%,0.0%,0.0%,,,0.2%,2.4%
E14001504,Southport,Labour,Conservatives,Conservatives,26.99%,41.79%,8.79%,17.73%,3.77%,,,0.93%,,14.8%,,23.4%,30.4%,36.9%,46.7%,5.7%,12.5%,13.8%,21.3%,2.3%,6.0%,0.0%,0.0%,,,0.2%,3.2%
E14001505,Spelthorne,Labour,Conservatives,Conservatives,30.65%,31.74%,16.30%,16.07%,4.52%,,,0.72%,,1.1%,,27.1%,34.2%,27.0%,36.7%,11.7%,20.5%,12.8%,19.6%,2.9%,6.5%,0.0%,0.0%,,,0.2%,1.7%
E14001506,Spen Valley,Labour,Conservatives,Conservatives,24.29%,41.82%,5.52%,23.71%,3.91%,,,0.74%,,17.5%,,20.9%,27.9%,36.1%,46.9%,3.4%,8.9%,19.2%,27.9%,2.4%,6.1%,0.0%,0.0%,,,0.2%,2.4%
E14001507,St Albans,Liberal Democrats,Conservatives,Liberal Democrats,22.33%,9.45%,51.85%,8.82%,6.78%,,,0.76%,,29.5%,,18.8%,26.0%,4.5%,13.2%,46.1%,57.4%,6.2%,11.3%,4.1%,10.3%,0.0%,0.0%,,,0.2%,2.4%
E14001508,St Austell and Newquay,Labour,Conservatives,Conservatives,26.76%,37.00%,7.16%,23.18%,4.88%,,,1.02%,,10.2%,,23.3%,30.5%,31.3%,41.7%,4.7%,10.6%,18.5%,28.0%,3.0%,7.9%,0.0%,0.0%,,,0.3%,3.3%
E14001509,St Helens North,Labour,Reform UK,Labour,12.07%,52.46%,6.14%,22.30%,6.11%,,,0.92%,,30.2%,,9.7%,14.4%,47.4%,57.5%,3.8%,10.0%,18.4%,26.4%,3.8%,9.3%,0.0%,0.0%,,,0.3%,3.3%
E14001510,St Helens South and Whiston,Labour,Reform UK,Labour,7.45%,56.97%,7.43%,20.01%,7.13%,,,1.02%,,37.0%,,5.5%,10.1%,50.8%,62.1%,4.4%,11.7%,16.0%,23.8%,4.7%,10.9%,0.0%,0.0%,,,0.2%,3.7%
E14001511,St Ives,Liberal Democrats,Conservatives,Conservatives,25.74%,9.04%,44.65%,16.41%,3.82%,,,0.35%,,18.9%,,22.2%,29.7%,4.4%,13.5%,38.8%,49.5%,13.3%,20.5%,2.5%,6.3%,0.0%,0.0%,,,0.1%,1.3%
E14001512,St Neots and Mid Cambridgeshire,Liberal Democrats,Conservatives,Conservatives,29.32%,18.68%,32.47%,13.05%,5.16%,,,1.32%,,3.2%,,25.4%,32.9%,14.6%,23.8%,27.4%,37.3%,10.0%,16.2%,3.3%,7.2%,0.0%,0.0%,,,0.5%,3.3%
E14001513,Stafford,Labour,Conservatives,Conservatives,29.93%,41.49%,5.35%,16.59%,6.32%,,,0.32%,,11.6%,,25.9%,32.9%,36.4%,45.5%,3.5%,8.5%,13.0%,20.6%,4.4%,10.3%,0.0%,0.0%,,,0.1%,1.3%
E14001514,Staffordshire Moorlands,Labour,Conservatives,Conservatives,28.98%,37.71%,3.63%,25.15%,4.53%,,,0.00%,,8.7%,,26.2%,32.0%,33.3%,42.2%,2.3%,6.1%,21.2%,29.6%,3.0%,6.7%,0.0%,0.0%,,,0.0%,0.0%
E14001515,Stalybridge and Hyde,Labour,Reform UK,Labour,16.45%,52.17%,3.16%,21.75%,5.63%,,,0.83%,,30.4%,,14.1%,18.9%,47.8%,55.8%,2.0%,5.3%,18.1%,24.8%,3.6%,8.1%,0.0%,0.0%,,,0.2%,2.7%
E14001516,Stevenage,Labour,Conservatives,Conservatives,26.06%,42.91%,6.41%,19.88%,4.27%,,,0.46%,,16.9%,,22.3%,29.7%,37.5%,47.4%,3.5%,10.4%,15.4%,23.9%,2.4%,6.6%,0.0%,0.0%,,,0.1%,1.7%
E14001517,Stockport,Labour,Reform UK,Labour,12.49%,56.77%,5.02%,17.40%,7.77%,,,0.55%,,39.4%,,10.1%,15.4%,51.3%,60.7%,3.0%,7.5%,14.0%,21.4%,5.4%,10.8%,0.0%,0.0%,,,0.2%,1.9%
E14001518,Stockton North,Labour,Reform UK,Labour,17.42%,54.16%,3.81%,22.08%,2.53%,,,0.00%,,32.1%,,14.3%,20.3%,49.9%,58.3%,2.3%,6.9%,18.2%,25.6%,1.7%,4.2%,0.0%,0.0%,,,0.0%,0.0%
E14001519,Stockton West,Labour,Conservatives,Conservatives,30.95%,43.07%,5.11%,17.27%,3.28%,,,0.32%,,12.1%,,27.5%,34.7%,37.4%,46.9%,3.2%,7.9%,14.2%,20.6%,2.1%,5.1%,0.0%,0.0%,,,0.1%,1.3%
E14001520,Stoke-on-Trent Central,Labour,Reform UK,Conservatives,19.39%,47.76%,3.09%,25.71%,3.68%,,,0.36%,,22.1%,,16.5%,22.4%,43.6%,51.7%,1.8%,5.3%,21.7%,29.1%,2.2%,5.9%,0.0%,0.0%,,,0.1%,1.3%
E14001521,Stoke-on-Trent North,Labour,Reform UK,Conservatives,24.84%,42.21%,3.64%,24.88%,3.84%,,,0.59%,,17.3%,,21.7%,27.9%,38.2%,46.1%,2.2%,5.3%,21.0%,28.8%,2.6%,5.7%,0.0%,0.0%,,,0.2%,2.0%
E14001522,Stoke-on-Trent South,Labour,Conservatives,Conservatives,31.99%,36.87%,4.81%,21.83%,4.07%,,,0.43%,,4.9%,,27.9%,35.6%,31.3%,41.1%,2.9%,7.7%,18.0%,27.8%,2.7%,6.1%,0.0%,0.0%,,,0.1%,1.6%
E14001523,"Stone, Great Wyrley and Penkridge",Conservatives,Labour,Conservatives,43.59%,41.72%,8.66%,0.00%,5.50%,,,0.53%,,1.9%,,37.6%,49.1%,35.9%,47.0%,5.2%,14.1%,0.0%,0.0%,3.2%,8.6%,0.0%,0.0%,,,0.1%,1.9%
E14001524,Stourbridge,Labour,Conservatives,Conservatives,32.08%,37.77%,4.53%,20.68%,4.42%,,,0.52%,,5.7%,,28.0%,35.6%,32.0%,42.3%,2.6%,7.1%,16.0%,24.8%,2.8%,6.9%,0.0%,0.0%,,,0.1%,1.9%
E14001525,Stratford and Bow,Labour,Conservatives,Labour,8.63%,68.99%,6.67%,7.50%,7.47%,,,0.74%,,60.4%,,6.6%,10.9%,64.0%,72.4%,4.5%,9.7%,6.1%,9.7%,4.8%,10.9%,0.0%,0.0%,,,0.2%,3.0%
E14001526,Stratford-on-Avon,Liberal Democrats,Conservatives,Conservatives,35.17%,8.07%,37.18%,15.31%,3.87%,,,0.40%,,2.0%,,30.4%,38.6%,4.2%,12.8%,31.5%,42.5%,11.8%,19.5%,2.7%,5.7%,0.0%,0.0%,,,0.1%,1.5%
E14001527,Streatham and Croydon North,Labour,Liberal Democrats,Labour,10.71%,63.77%,10.75%,6.55%,7.60%,,,0.63%,,53.0%,,8.3%,13.1%,58.2%,68.1%,7.4%,15.4%,5.0%,8.5%,4.7%,11.7%,0.0%,0.0%,,,0.1%,2.0%
E14001528,Stretford and Urmston,Labour,Reform UK,Labour,11.66%,62.57%,5.22%,12.95%,5.93%,,,1.67%,,49.6%,,9.6%,14.1%,57.8%,66.2%,2.8%,8.5%,10.0%,16.2%,3.6%,9.2%,0.0%,0.0%,,,0.5%,5.2%
E14001529,Stroud,Labour,Conservatives,Conservatives,23.16%,49.57%,4.02%,13.53%,8.94%,,,0.79%,,26.4%,,19.9%,26.7%,43.1%,53.7%,2.3%,6.9%,10.6%,16.9%,6.0%,13.1%,0.0%,0.0%,,,0.2%,2.4%
E14001530,Suffolk Coastal,Labour,Conservatives,Conservatives,29.92%,33.46%,10.40%,18.28%,7.95%,,,0.00%,,3.5%,,26.1%,34.6%,28.2%,37.7%,7.3%,13.4%,15.1%,22.3%,5.4%,10.9%,0.0%,0.0%,,,0.0%,0.0%
E14001531,Sunderland Central,Labour,Reform UK,Labour,17.16%,49.63%,3.55%,25.52%,4.15%,,,0.00%,,24.1%,,14.5%,19.8%,45.2%,53.4%,2.3%,5.3%,22.1%,29.5%,2.7%,5.9%,0.0%,0.0%,,,0.0%,0.0%
E14001532,Surrey Heath,Liberal Democrats,Conservatives,Conservatives,28.96%,7.95%,43.94%,15.23%,3.38%,,,0.55%,,15.0%,,25.6%,32.8%,4.2%,11.6%,39.0%,48.4%,11.9%,18.6%,2.3%,5.0%,0.0%,0.0%,,,0.1%,1.6%
E14001533,Sussex Weald,Conservatives,Labour,Conservatives,33.47%,22.09%,17.44%,18.42%,7.96%,,,0.63%,,11.4%,,29.0%,37.6%,16.6%,27.3%,12.5%,22.7%,14.3%,23.4%,5.5%,10.9%,0.0%,0.0%,,,0.2%,2.1%
E14001534,Sutton and Cheam,Conservatives,Liberal Democrats,Conservatives,35.23%,18.31%,30.71%,10.73%,4.37%,,,0.66%,,4.5%,,31.0%,38.8%,14.0%,23.0%,25.5%,35.9%,8.4%,14.5%,2.7%,6.6%,0.0%,0.0%,,,0.2%,2.1%
E14001535,Sutton Coldfield,Conservatives,Labour,Conservatives,39.09%,33.12%,7.81%,14.38%,5.28%,,,0.31%,,6.0%,,35.6%,43.1%,28.2%,37.4%,4.3%,10.8%,10.9%,18.2%,3.5%,7.5%,0.0%,0.0%,,,0.1%,1.0%
E14001536,Swindon North,Labour,Conservatives,Conservatives,27.85%,42.71%,7.70%,17.47%,3.93%,,,0.34%,,14.9%,,24.0%,31.3%,37.2%,47.2%,4.6%,11.3%,13.5%,21.6%,2.6%,6.1%,0.0%,0.0%,,,0.1%,1.2%
E14001537,Swindon South,Labour,Conservatives,Conservatives,27.93%,43.70%,7.41%,17.29%,3.20%,,,0.47%,,15.8%,,24.4%,31.9%,38.7%,48.7%,4.4%,11.0%,13.3%,21.0%,2.0%,5.0%,0.0%,0.0%,,,0.1%,1.8%
E14001538,Tamworth,Labour,Conservatives,Conservatives,33.38%,35.55%,3.69%,22.64%,4.32%,,,0.43%,,2.2%,,29.7%,36.8%,30.8%,40.4%,2.2%,5.8%,18.7%,26.8%,2.8%,6.7%,0.0%,0.0%,,,0.1%,1.1%
E14001539,Tatton,Labour,Conservatives,Conservatives,29.80%,34.68%,13.64%,15.18%,6.70%,,,0.00%,,4.9%,,25.3%,34.2%,28.8%,40.6%,8.9%,18.3%,11.5%,19.9%,4.6%,10.1%,0.0%,0.0%,,,0.0%,0.0%
E14001540,Taunton and Wellington,Liberal Democrats,Conservatives,Conservatives,27.57%,7.51%,47.17%,14.29%,3.11%,,,0.35%,,19.6%,,24.2%,31.2%,3.8%,11.7%,41.1%,52.0%,10.8%,18.5%,2.0%,4.7%,0.0%,0.0%,,,0.1%,1.6%
E14001541,Telford,Labour,Conservatives,Conservatives,28.05%,40.14%,6.52%,21.11%,4.18%,,,0.00%,,12.1%,,24.4%,32.3%,35.0%,45.1%,3.6%,11.2%,16.8%,25.2%,2.5%,6.7%,0.0%,0.0%,,,0.0%,0.0%
E14001542,Tewkesbury,Conservatives,Labour,Conservatives,33.34%,24.92%,17.87%,17.88%,5.66%,,,0.33%,,8.4%,,28.6%,37.7%,19.8%,31.6%,12.6%,23.5%,13.5%,21.8%,3.7%,8.8%,0.0%,0.0%,,,0.1%,1.5%
E14001543,The Wrekin,Labour,Conservatives,Conservatives,31.64%,36.11%,7.42%,19.90%,4.11%,,,0.82%,,4.5%,,27.9%,36.2%,30.3%,41.0%,4.7%,11.3%,15.5%,23.8%,2.7%,6.6%,0.0%,0.0%,,,0.2%,2.7%
E14001544,Thirsk and Malton,Conservatives,Labour,Conservatives,35.42%,29.93%,9.16%,19.71%,5.43%,,,0.36%,,5.5%,,31.2%,39.2%,24.7%,34.4%,6.1%,12.9%,15.8%,24.4%,3.7%,8.1%,0.0%,0.0%,,,0.1%,1.5%
E14001545,Thornbury and Yate,Liberal Democrats,Conservatives,Conservatives,33.24%,7.97%,38.44%,16.44%,3.90%,,,0.00%,,5.2%,,29.6%,36.5%,4.1%,11.9%,33.5%,43.3%,13.3%,19.9%,2.7%,5.7%,0.0%,0.0%,,,0.0%,0.0%
E14001546,Thurrock,Labour,Conservatives,Conservatives,26.90%,40.95%,5.44%,21.17%,5.04%,,,0.50%,,14.0%,,22.8%,30.9%,35.2%,45.9%,2.7%,8.2%,16.7%,26.4%,3.1%,7.8%,0.0%,0.0%,,,0.1%,2.1%
E14001547,Tipton and Wednesbury,Labour,Reform UK,Conservatives,22.08%,47.50%,3.08%,22.57%,4.00%,,,0.77%,,24.9%,,18.6%,25.5%,41.5%,51.8%,1.7%,5.5%,18.0%,27.3%,2.5%,6.3%,0.0%,0.0%,,,0.2%,2.6%
E14001548,Tiverton and Minehead,Conservatives,Liberal Democrats,Conservatives,31.28%,15.61%,28.26%,18.88%,5.97%,,,0.00%,,3.0%,,27.4%,35.0%,11.8%,20.1%,22.9%,34.4%,15.0%,22.8%,3.7%,8.5%,0.0%,0.0%,,,0.0%,0.0%
E14001549,Tonbridge,Conservatives,Labour,Conservatives,35.97%,24.07%,8.91%,17.67%,12.73%,,,0.64%,,11.9%,,31.3%,40.3%,18.3%,29.2%,5.5%,12.8%,13.9%,22.2%,9.3%,17.4%,0.0%,0.0%,,,0.2%,1.9%
E14001550,Tooting,Labour,Conservatives,Labour,16.71%,62.04%,7.97%,6.72%,6.05%,,,0.52%,,45.3%,,14.3%,19.6%,56.6%,66.4%,4.9%,12.2%,5.0%,8.4%,3.6%,9.3%,0.0%,0.0%,,,0.1%,2.0%
